length,chroma_stft_mean,chroma_stft_var,spectral_bandwidth_var,zero_crossing_rate_mean,harmony_mean,harmony_var,perceptr_mean,tempo,mfcc1_var,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
661794,0.3500881195068359,0.0887565687298774,85882.76131549841,0.0830448206689868,-4.5297241740627214e-05,0.0081722820177674,7.783231922076084e-06,123.046875,2564.20751953125,295.913818359375,-19.168142318725582,235.57443237304688,42.36642074584961,151.10687255859375,-6.364664077758789,167.93479919433594,18.623498916625977,89.18083953857422,-13.704891204833984,67.66049194335938,15.34315013885498,68.93257904052734,-12.274109840393066,82.2042007446289,10.976572036743164,63.38631057739258,-8.326573371887207,61.773094177246094,8.803791999816895,51.24412536621094,-3.672300100326538,41.21741485595703,5.747994899749756,40.55447769165039,-5.162881851196289,49.775421142578125,0.752740204334259,52.4209098815918,-1.6902146339416504,36.524070739746094,-0.4089791774749756,41.59710311889648,-2.3035225868225098,55.06292343139648,1.2212907075881958,46.93603515625,0
661794,0.3409135937690735,0.0949802547693252,213843.75549673408,0.0560398087055297,0.0001395807194057,0.0050993324257433,-0.0001776084245648,67.99958881578948,7764.55517578125,560.2599487304688,8.955126762390137,572.8109130859375,35.877647399902344,264.506103515625,2.9073197841644287,279.93292236328125,21.51046562194824,156.4770965576172,-8.560436248779297,200.84918212890625,23.370685577392575,142.5559539794922,-10.099660873413086,166.1085205078125,11.900497436523438,104.35861206054688,-5.555638790130615,105.1736297607422,5.376327037811279,96.19721221923828,-2.231760263442993,64.91429138183594,4.220139503479004,73.15253448486328,-6.012148380279541,52.422142028808594,0.9279977679252625,55.35640335083008,-0.7311245799064636,60.31452941894531,0.2950729429721832,48.12059783935547,-0.2835180163383484,51.1061897277832,0.5312165021896362,45.78628158569336,0
661794,0.3636371791362762,0.0852751955389976,76254.19225682177,0.0762912074632637,2.105575731548015e-06,0.0163419730961322,-1.9466240701149214e-05,161.4990234375,3319.044921875,508.7650451660156,-29.093889236450195,411.7812194824219,31.68433380126953,144.09031677246094,-13.984503746032717,155.49375915527344,25.764741897583008,74.54840087890625,-13.664875030517578,106.98182678222656,11.639933586120604,106.57487487792967,-11.783642768859863,65.44794464111328,9.71876049041748,67.90885925292969,-13.133803367614746,57.78142547607422,5.791199207305908,64.48020935058594,-8.907628059387207,60.38515090942383,-1.0770004987716677,57.71113586425781,-9.229273796081545,36.58098602294922,2.451689958572388,40.5987663269043,-7.729092597961426,47.639427185058594,-1.8164069652557373,52.38214111328125,-3.439720392227173,46.6396598815918,-2.2312583923339844,30.57302474975586,0
661794,0.4047847092151642,0.0939990356564521,166441.49476892402,0.0333088626256767,4.5836441131541516e-07,0.0190544873476028,-1.4483180166280364e-05,63.02400914634146,5507.51708984375,456.5054016113281,5.662678241729736,257.1611633300781,26.859079360961918,158.26730346679688,1.7713992595672607,268.0343933105469,14.234030723571776,126.79412841796876,-4.832006454467773,155.91207885742188,9.286494255065918,81.27374267578125,-0.7591864466667175,92.11408996582033,8.137606620788574,71.31407928466797,-3.200653314590454,110.23668670654295,6.079319000244141,48.25199890136719,-2.480173826217652,56.79940032958984,-1.0793050527572632,62.28990173339844,-2.87078857421875,51.65159225463867,0.7808738350868225,44.42775344848633,-3.319596529006958,50.20667266845703,0.6369650363922119,37.319129943847656,-0.6191211938858032,37.25973892211914,-3.4074482917785645,31.949338912963867,0
661794,0.3085260391235351,0.0878409817814827,88445.20903590052,0.1014605387180974,-1.7561287677381188e-05,0.0048140003345906,-1.0112741620105226e-05,135.99917763157896,5195.2919921875,853.7847290039062,-35.58781051635742,333.7929382324219,22.1480712890625,193.4561004638672,-32.478599548339844,336.2768249511719,10.852293968200684,134.83157348632812,-23.35232925415039,93.25709533691406,0.498433768749237,124.67212677001952,-11.793437004089355,130.07334899902344,1.2072558403015137,99.67557525634766,-13.088418006896973,80.25406646728516,-2.8138673305511475,86.43062591552734,-6.933385372161865,89.5554428100586,-7.552725315093994,70.9433364868164,-9.164666175842283,75.79340362548828,-4.520575523376465,86.09923553466797,-5.454033851623535,75.26970672607422,-0.9168741106987,53.61391830444336,-4.404827117919922,62.91081237792969,-11.70323371887207,55.195159912109375,0
661794,0.3024562895298004,0.0875323787331581,201910.50863315485,0.0940415337393658,1.961417694928969e-07,0.0080826124176383,-2.650567694217898e-05,69.83741554054055,7307.4169921875,3195.212890625,-17.565879821777344,654.3738403320312,30.76239776611328,485.7464599609375,-21.747840881347656,433.4100036621094,11.920994758605955,266.3915405273437,-20.730995178222656,169.74172973632812,3.186577796936035,133.73684692382812,-8.586038589477539,172.22938537597656,-0.932851493358612,100.12606811523438,-11.77243423461914,76.54654693603516,-2.405832529067993,78.70781707763672,-9.34366512298584,80.29009246826172,-9.936209678649902,47.55205154418945,-3.9039947986602783,60.071102142333984,-5.576589107513428,72.54922485351562,-1.838262796401977,68.7020263671875,-2.783799886703491,42.447452545166016,-3.0479090213775635,39.80878448486328,-8.109991073608398,46.31100463867188,0
661794,0.2913279831409454,0.0939813256263732,185023.23954542523,0.0730522374081593,-9.672068699728698e-06,0.016923326998949,-2.237258740933612e-05,71.77734375,9656.53515625,1932.7957763671875,-36.36953353881836,1307.4881591796875,33.02903366088867,480.35205078125,11.108782768249512,1083.6485595703125,-0.6055834889411926,280.77813720703125,-20.87185478210449,152.26304626464844,0.2730247676372528,102.91593933105467,-6.486139297485352,130.9452362060547,-5.516766548156738,153.45065307617188,-7.839751720428467,87.44084167480469,-3.1285924911499023,64.22565460205078,-6.596197128295898,79.1259765625,-9.95037841796875,63.19026565551758,-6.535177230834961,86.37913513183594,-10.0680513381958,83.24824523925781,-10.913175582885742,56.90215301513672,-6.971335887908936,38.2318000793457,-3.436504602432251,48.23574066162109,-6.483465671539307,70.17036437988281,0
661794,0.3079547882080078,0.0929028764367103,168211.93880422297,0.0614422461088553,1.9416685972828415e-05,0.0132230324670672,-4.812071347259917e-05,92.28515625,6573.921875,1479.2493896484375,-26.67313766479492,591.6319580078125,39.9842414855957,352.54644775390625,5.304416656494141,650.2316284179688,10.928611755371094,136.3041534423828,-20.56482696533203,163.7718048095703,8.511157035827637,151.29498291015625,-11.35724925994873,171.9431610107422,-3.468345880508423,178.18507385253906,-8.419937133789062,147.50784301757812,-6.949715614318848,83.71830749511719,-3.53913950920105,93.32140350341795,-8.041617393493652,57.49008560180664,-8.960675239562988,82.21691131591797,-8.426082611083984,70.43843841552734,-10.56893539428711,52.09089279174805,-10.784515380859377,60.46133041381836,-4.690677642822266,65.54751586914062,-8.630722045898438,56.40143585205078,0
661794,0.4088792204856872,0.0865124762058258,105542.71819310635,0.0640248876160092,2.26482848120213e-06,0.0127020813524723,-1.9727885955944657e-05,83.35433467741936,2622.19482421875,414.5058898925781,-14.73819637298584,341.2171325683594,46.13106536865234,193.62127685546875,-8.181879043579102,177.16403198242188,20.18296241760254,107.01757049560548,-19.173377990722656,57.66452026367188,23.039138793945312,77.06928253173828,-11.838223457336426,42.604530334472656,21.15999794006348,58.66766357421875,-6.718366146087647,48.94551086425781,6.9925408363342285,56.430885314941406,-12.730595588684082,61.98458099365234,5.061324119567871,50.53212738037109,-5.1832146644592285,32.967132568359375,-1.452559471130371,50.563751220703125,-7.041823863983154,28.894933700561523,2.6952478885650635,36.88956832885742,3.412305355072021,33.6985969543457,-2.715692043304444,36.41843032836914,0
661794,0.2739503979682922,0.0923159644007682,114070.11259083844,0.0791748235692188,-1.662218551246042e-06,0.0072214072570204,-2.3293947378988374e-05,80.74951171875,6133.7216796875,798.2787475585938,-11.69343090057373,668.961669921875,39.0142707824707,350.7083740234375,-20.341278076171875,531.9755249023438,13.07760524749756,278.8181457519531,-9.173518180847168,126.72614288330078,9.011446952819824,68.01216888427734,-14.10063362121582,110.07489013671876,4.265942096710205,92.64541625976562,-6.046167850494385,84.93377685546875,3.782206535339356,104.44965362548828,0.2217994928359985,76.33885955810547,-5.109399318695068,85.3902587890625,-0.4102304577827453,103.9884262084961,-1.1799200773239136,59.31460189819336,-1.916804313659668,58.41843795776367,-2.292660713195801,83.20523071289062,2.881967067718506,77.08222198486328,-4.235202789306641,91.46881103515624,0
